474974	+	1
2065072	-	1
233879	-	9
3218346	+	1
4067409	+	1
576057	+	2
2289137	-	1
30183	-	1
49896	-	1
2042910	-	11
2527546	-	1
1168709	+	1
3118213	-	1
849949	-	1
2713335	+	1
3772173	-	4
1367970	-	4
465262	-	1
4102018	-	2
2870797	-	1
1546465	+	1
2381381	-	2
813926	+	1
3510786	-	2
840003	-	9
2608454	+	1
2721748	+	1
3107015	+	1
3201018	-	5
2124188	-	13
175379	+	1
3436488	-	1
2800638	+	2
344599	+	9
3944983	+	2
1412410	-	2
551138	+	1
1033992	-	2
2027418	+	5
432163	+	1
1997457	+	1
1899722	+	2
1043822	-	1
3366484	+	6
3552708	+	1
574026	+	1
3940843	+	3
2291544	-	3
4307209	+	2
2244476	-	1
133001	-	1
3583119	-	3
1775306	+	4
2403973	-	1
104909	-	1
242017	-	3
1807140	-	2
83889	-	1
3530442	+	6
3851197	-	1
1535432	+	9
445937	-	1
4121636	+	2
1656922	-	2
2599878	+	6
797710	-	5
364498	+	1
3961373	-	6
3820444	+	2
3881446	-	2
3721140	-	1
1527741	+	1
2741533	-	5
2639481	+	1
82843	-	1
4054048	-	1
531381	+	2
4251175	+	2
2881488	-	1
1874618	-	1
4337939	+	1
841431	-	3
2836514	-	2
97087	-	10
322195	-	18
4386299	-	2
1189184	-	3
1705681	-	1
4211670	-	1
2968467	-	1
4266933	-	1
4367446	-	1
2029218	+	1
466872	+	3
2261884	-	1
482494	-	1
3795057	+	2
1108046	-	1
1339817	-	6
3204553	+	1
3076814	-	1
3710323	+	1
3943088	+	1
3158142	+	2
266293	-	2
4317356	+	1
2289365	-	1
370902	+	6
1338837	+	17
2430107	+	4
940571	-	6
1214755	-	1
1178684	-	1
2796123	+	1
799136	-	1
3799249	-	1
1723144	-	1
1163840	-	1
367032	-	1
2027	+	2
2448430	-	1
1414787	+	4
3650086	-	1
445584	-	1
1280851	-	8
3943564	+	3
725638	-	2
3744457	+	2
141120	-	1
4251488	+	1
1373151	-	1
2051970	-	12
4056672	-	3
655288	-	1
1989061	+	2
712734	-	2
3226454	-	2
657263	-	1
3552584	+	3
4375622	+	1
4273534	-	2
968624	-	1
4036318	-	1
4053784	+	3
4346712	+	1
755301	-	1
715384	-	6
427505	+	2
1944472	-	1
291417	-	3
2950626	+	16
2730874	-	9
21562	-	3
601770	+	2
1520848	-	2
541940	-	7
169273	-	1
3978115	+	1
810795	+	1
3818202	-	1
2887819	-	2
2421156	-	1
1934010	-	6
2575626	+	1
2793595	-	1
3870935	+	1
740304	-	1
1527091	-	1
3239791	-	3
810020	-	2
622993	-	3
2163720	-	1
1693262	-	1
1357249	+	1
3928743	-	9
3440712	-	2
2163748	+	1
702635	-	1
3122217	+	2
2194176	-	3
2115914	-	1
2359755	+	1
448999	+	2
4179431	-	1
2819929	-	1
834049	+	1
766034	+	3
1655701	+	2
3343085	-	2
293665	-	1
3222669	+	3
1476704	-	1
4357945	+	3
1425352	-	7
2923648	+	6
3739974	+	9
407400	-	1
679156	+	2
3710384	+	1
3811211	-	6
267569	-	1
3941387	+	1
4159578	-	4
2634047	+	2
3796411	+	3
4036830	-	1
2973465	+	2
1562598	+	1
2015857	+	11
1150321	-	13
1826592	+	1
2430116	+	5
3941353	-	1
254384	+	1
2954058	-	1
4212070	-	3
3686740	-	3
2382780	+	2
3933028	-	9
1767974	-	1
1200236	+	1
2315697	+	1
374974	-	1
2551372	+	2
357266	-	4
582240	-	3
4130385	-	13
1149465	-	1
243281	-	1
1160532	-	1
2683275	-	1
25581	-	1
3410119	-	1
4326338	+	2
4212917	+	3
4350724	+	1
2179824	-	12
1607540	-	2
3895244	+	3
3660887	+	1
3890772	+	2
315136	-	1
3949039	-	1
1619015	-	1
138963	-	1
3229875	-	9
1155680	-	7
3731770	-	5
991308	+	1
2316516	-	1
698986	-	1
4159560	-	3
2153782	+	8
3892134	+	1
416675	-	1
2062409	+	7
3063115	+	1
2970050	+	1
3737983	-	1
1729352	-	1
1734319	+	1
105174	-	1
2372559	-	10
3740002	-	1
1691655	-	1
289419	+	1
1298875	-	1
1257825	-	1
2787032	-	1
1941857	-	1
2219407	+	1
798845	-	5
141474	-	1
3509470	-	1
631314	-	12
3085285	-	1
4222279	+	1
4378651	+	1
3468041	-	2
2551512	-	1
2558834	-	1
2900041	+	1
841946	+	1
1338171	-	4
566888	+	1
1265912	-	1
1531003	-	1
2239858	+	1
279820	+	1
4145567	+	2
2785968	+	3
2090400	+	12
1694663	+	5
4181428	+	1
171590	+	1
2125218	+	1
1639618	+	1
4336284	-	1
3867254	-	1
1996093	+	2
4214907	-	1
4085604	-	3
1875126	-	1
4276946	+	1
2443955	-	9
1996093	+	2
775882	-	12
2612717	-	1
104452	-	1
3873497	+	2
370800	-	1
3773655	-	2
3822038	-	14
4278062	+	1
2120464	+	1
3380311	-	6
3131276	-	1
673043	-	10
1475573	+	1
2882689	-	4
2902540	-	7
2967701	-	2
1217412	-	1
3564963	+	5
3948612	+	9
3178179	-	1
816619	+	1
3298689	+	1
3607568	+	7
2982955	+	2
882384	-	1
4300016	-	1
1439685	+	3
2771150	-	4
2851535	-	13
1016221	+	1
263260	+	1
1756786	-	1
4277517	+	1
4407812	-	1
1160497	+	4
2250175	-	1
1117258	+	6
2717219	+	2
1420182	-	13
4274692	-	1
1722584	-	1
2538144	+	1
2610660	+	2
3791827	-	1
2277797	+	1
1746372	+	3
4152234	-	18
2573847	-	1
4306757	-	1
3537190	-	2
522953	-	1
2636938	+	4
1607971	-	7
489063	-	2
4059507	-	1
4253571	-	11
160851	-	1
3532846	-	5
2074596	+	3
2650074	-	1
1993946	-	1
2537191	-	1
2195389	-	1
4149445	+	1
2365429	+	2
169891	+	1
1797120	-	3
3077818	+	9
267005	+	1
2944125	+	1
3927587	+	4
3964693	-	1
3550893	-	1
2061257	-	1
2837180	+	1
929268	-	9
2967834	-	12
2608549	-	1
2636931	+	2
854252	+	1
3421433	-	2
3120212	+	4
2587315	+	2
2616303	-	2
2543292	-	1
3758534	+	2
331745	+	1
174990	-	1
1984076	-	30
4391444	-	1
1895520	-	1
4058448	+	1
754992	+	9
4347239	-	2
4190553	+	1
946061	-	2
2373892	+	4
1196051	-	1
2531323	+	1
2611873	-	1
1342715	+	1
1655741	-	9
1111552	-	2
447490	+	4
2972108	+	1
4035995	-	1
3122192	-	4
700807	-	1
1573123	+	2
413926	-	1
3228425	-	10
4408944	+	8
877863	-	1
1213671	-	2
2300209	-	1
2818381	-	3
2804484	-	9
3736810	+	9
2641837	-	1
1333410	+	3
2421305	-	4
1758304	+	6
337144	-	9
713909	-	6
2344637	+	1
869074	-	1
42718	-	1
3015197	+	2
1989057	-	1
3113005	-	1
776550	-	6
2431482	+	1
2810402	-	1
2310736	-	1
1149464	-	1
3228766	-	3
1413129	-	1
2689764	+	1
1997455	+	4
3122010	+	4
1148376	-	1
2611214	-	3
1230852	+	1
1963637	-	3
2061261	-	1
1784171	-	1
1155518	-	1
1745181	+	1
4213999	-	1
940646	-	6
4211562	-	5
1541948	-	1
3895156	-	1
815680	-	1
4171131	-	1
98385	-	1
1006641	+	1
2057753	-	1
2065794	-	1
3620552	+	1
3890776	-	3
584194	-	1
3312657	+	1
577151	-	12
2069015	+	1
2245733	-	1
4276435	+	1
832409	-	1
1385235	-	9
266982	-	11
1212651	+	3
3738667	+	3
3227816	-	1
3115684	-	1
2728621	+	1
3699487	-	9
3105334	+	13
4192531	+	1
1105399	+	1
1317471	+	1
454294	-	1
4306214	-	1
3739660	+	9
4243200	-	1
2368456	-	1
217687	-	1
1987595	+	11
2058075	-	1
1198246	-	1
3628117	-	1
3462143	+	5
940587	+	1
2190809	+	1
1692736	-	1
1489398	-	9
3767838	-	3
1030575	-	5
3462145	+	10
3125441	-	1
920033	+	1
3976504	+	7
77817	-	1
757331	+	1
3352028	-	1
874377	-	1
1762855	-	7
2973466	+	1
424951	+	1
1528897	-	2
699514	+	3
2688373	+	1
1014108	-	2
335685	-	9
2973466	+	1
1104218	+	1
2922864	+	1
3556485	-	5
2954296	-	1
3097074	-	1
768159	+	1
2059306	-	4
713651	-	1
29028	-	6
2902201	-	1
708005	+	1
921788	+	1
2413520	-	1
1631427	+	3
3455149	-	11
1597813	-	2
1247003	+	1
3351757	-	1
3121878	+	7
1229597	-	1
3015119	-	1
2372307	-	3
4231876	+	9
899831	-	1
2329852	-	1
1693035	-	3
507300	-	1
1546963	-	3
2112988	+	1
458620	+	1
3411893	+	1
2045171	-	9
1242988	-	7
1369334	-	1
4250806	-	1
3165530	+	2
4149854	-	1
2123120	-	9
152964	-	2
837507	+	2
2383207	-	1
1023679	-	19
4359051	+	2
2952478	+	1
1945463	-	1
391179	+	1
754369	+	9
2008399	+	2
3122846	+	2
1526574	+	1
2088108	+	1
2340369	-	3
2970449	-	1
4367652	-	10
2633946	+	1
2741410	-	3
2179569	-	2
519051	+	1
731902	-	2
2158230	-	2
774997	+	1
1562326	+	1
1989058	+	3
3189579	+	2
2975883	+	8
409580	-	1
2229699	-	5
1634270	-	2
3194749	-	6
2972582	+	6
1461971	-	3
1412360	+	1
991334	-	7
4373599	-	8
3305884	+	3
1877419	-	1
4144997	+	1
1212321	+	1
2181407	-	1
2430116	+	1
1989058	+	1
59981	+	1
2139362	-	1
3846915	-	1
667817	-	1
2343264	-	1
3430653	-	1
775081	-	2
1666820	-	1
3186588	-	3
4273723	+	3
3377943	+	1
3351235	-	2
4150054	+	1
29552	-	1
2143989	-	1
3157345	-	4
1673277	+	1
4091341	+	4
1284885	-	1
922777	+	3
596766	-	6
3024629	+	2
3016184	-	1
3463626	+	1
1175461	-	1
3643296	-	1
4193813	+	1
945160	-	2
3895151	+	1
2802126	-	9
1420203	-	9
1026468	-	6
1063139	+	1
2884996	-	2
1522812	-	2
1018288	-	2
128559	-	10
1735536	-	3
3741963	-	1
2487490	-	1
4304600	-	1
3064564	-	1
363021	-	9
2367501	-	1
4209587	-	1
4359177	+	9
4350332	-	11
2373045	-	3
2560644	+	8
1760339	-	1
2484142	+	1
3122334	+	4
3100153	+	5
1521556	-	1
288336	-	1
3752872	-	12
2552819	-	1
2137814	+	1
2567235	-	1
1987702	+	3
3967609	+	3
2448362	-	12
2424164	-	9
2012423	-	1
92140	-	1
3972197	-	1
1684439	-	1
2431479	+	1
599286	-	1
3970888	+	1
1484089	-	1
1370104	+	2
4142669	-	1
2256057	-	1
1632349	+	1
4018224	-	1
1150322	-	1
1222930	-	6
4035826	-	5
1981922	+	1
4153652	+	1
2057722	+	1
3048189	+	2
2952776	-	4
3684990	-	11
3476427	-	8
4383223	+	9
55535	+	3
1524755	+	3
1726621	-	1
4378053	+	1
234412	-	1
4121481	+	1
623559	-	3
513274	-	1
1043832	-	1
3160383	-	5
257843	-	1
318251	+	1
2796345	-	9
176282	-	1
133908	-	2
715189	-	1
4307220	-	5
3614490	-	24
412434	-	9
3888172	-	1
3462024	-	1
2960631	-	1
3792887	-	1
4316742	-	10
3554319	+	1
1468914	-	4
3157327	-	1
3765163	-	1
4319930	+	2
1044908	-	4
878134	-	1
1541950	+	3
2798756	+	1
49548	-	8
2025566	-	9
2788508	-	10
3424248	+	2
2301194	+	5
1602453	-	4
1108073	-	8
3770705	-	1
3774811	+	1
1697342	-	1
2158648	-	10
4328330	+	2
3747548	+	1
1174314	+	3
3785304	-	1
1021093	-	1
1695178	+	5
12973	+	15
2968932	-	1
313291	-	1
2560062	+	5
3063811	-	2
1102102	-	1
1745583	-	2
1280683	+	6
2473031	-	12
1414948	+	1
3440037	-	1
279568	+	1
99146	-	1
681501	+	1
3715968	+	1
1633585	-	18
3822644	+	10
3894622	-	3
916334	+	1
4088306	+	4
472230	+	1
2358783	+	1
288380	+	1
35457	-	1
3311132	+	1
2882963	-	7
83971	-	11
2212873	-	1
3305027	-	11
1229724	-	2
849512	+	8
2142177	+	1
4033919	-	6
4316744	+	2
487097	+	1
3965161	-	1
4021154	-	8
4279825	-	3
4284700	-	1
4368466	-	1
3952053	+	1
2602273	-	1
2357062	-	9
194839	-	5
3054413	-	9
3445607	-	1
570112	-	2
2271768	-	3
1694765	-	5
3435254	+	1
549400	+	1
514594	-	1
2041560	+	1
1545450	-	2
1086490	+	1
841491	-	6
4305599	-	1
3815215	+	1
3593979	-	3
2966023	-	2
4145603	-	15
3077097	-	8
4279284	-	1
987722	-	3
2705124	-	1
2868038	+	5
1876767	-	1
4318370	-	1
1148500	+	7
4125516	-	6
3510997	-	1
691980	+	1
3508095	-	2
968579	+	3
210810	+	10
4358397	-	1
3970130	-	3
3621832	-	1
3746090	-	2
2396869	+	1
1091980	-	1
4382537	+	2
1271143	+	1
1092105	+	3
4376764	+	1
2836384	-	9
1416989	-	1
3964859	+	1
2339948	+	2
3929465	-	1
1875230	+	1
4369633	-	1
2134792	+	1
2366772	+	12
977925	+	2
472711	+	9
2149103	+	1
4353922	+	1
2263952	+	3
1213679	+	45
3347898	+	6
3842463	-	1
261254	+	6
2965383	-	1
148483	-	1
63717	-	1
4361325	+	1
3114515	-	1
3027927	-	3
969797	-	9
3941006	-	1
4316887	-	1
4026651	+	1
2796180	-	9
2881964	+	1
3679130	-	1
2628248	-	3
2596282	-	2
3857238	+	1
4375487	+	1
1854235	-	1
185796	-	3
2911041	+	1
1174019	-	12
1878237	-	1
4142513	-	1
3501606	+	3
182427	-	3
4294704	-	1
2279013	-	1
2712734	-	3
4250877	-	27
1987693	+	2
3933676	-	6
2364860	-	4
1977442	-	1
2204644	-	2
2339948	+	1
4369452	+	1
711198	-	12
89010	-	1
3737574	+	9
3934279	-	6
4411527	+	6
337675	-	1
195660	+	1
428875	-	4
3130653	-	5
830096	-	8
2628654	+	7
1638180	+	6
2750639	-	1
3721679	-	1
927983	-	9
1863712	+	2
2857835	-	2
2129518	+	1
12448	-	1
2916493	-	3
216391	+	2
1977302	-	1
82619	-	1
282378	-	1
1687241	+	6
2516677	-	1
3444444	-	8
4124349	-	2
3296928	-	9
3841961	+	1
3760840	+	2
1277246	-	1
3092896	+	1
681371	-	4
1863982	-	9
1396791	-	1
2932389	+	1
2854916	+	1
4368623	-	1
940798	+	1
4036737	-	9
1248306	+	6
154089	-	1
129674	-	1
1138220	+	1
1619100	-	18
3824077	-	4
1151698	-	1
1252053	-	1
1687083	-	1
2369034	+	1
511131	-	9
3663746	-	4
298110	+	1
2494117	-	1
425725	-	8
1918654	-	1
297066	-	9
697100	+	1
1688783	-	11
1151575	-	1
3347035	-	2
2608200	-	1
281165	-	4
2288825	-	1
3457318	+	1
4287086	-	1
1010336	-	1
4195206	+	1
1530056	+	1
4301173	-	1
3745422	+	6
922586	-	1
1592582	-	13
2113190	-	1
3794325	-	1
3752654	-	1
4222617	-	1
2045648	+	1
1079520	-	2
1746930	+	1
884647	+	3
3030926	+	1
2103637	-	1
2163809	+	3
4232353	+	5
1619757	-	8
692698	+	2
140943	-	1
3828104	+	2
3163083	-	1
2921004	-	1
1775099	-	1
65539	-	1
3010052	+	1
1573211	-	9
1011513	-	1
322439	-	3
2131786	-	2
1121079	+	1
2193182	-	5
876058	-	1
927921	-	9
2190257	-	1
1636292	-	9
264572	-	2
1752234	-	3
4108860	-	1
577641	-	1
833579	-	1
3426980	-	2
4346675	+	2
1736018	-	1
709639	-	3
1622300	+	1
1725539	+	5
2058062	-	1
1717081	+	2
257593	-	4
3812469	-	1
3520454	-	1
2865075	-	3
2973465	-	1
4377457	-	1
4336576	-	1
323571	-	1
1200893	-	1
60184	-	1
3944895	-	9
2985345	+	1
1996100	+	3
2501019	-	1
3463570	+	1
4076171	-	1
3540140	-	3
4316751	-	1
562731	-	1
4252931	+	2
3566923	+	10
609757	+	1
1955933	+	3
2978372	-	1
1214166	-	1
3552591	+	3
968735	-	1
2509216	-	2
1541619	-	1
191391	-	1
2876672	+	1
3720048	+	1
453373	-	2
2162370	-	1
2704891	-	3
472511	-	1
127769	+	1
3788163	-	1
3439383	-	1
3747051	-	1
4336610	-	2
1680753	-	1
3214676	-	3
3995162	+	1
1946712	-	1
2921858	-	1
996730	-	1
100360	+	1
597943	-	1
3488872	-	1
4316876	-	1
1241003	-	1
3169479	-	1
4264424	+	1
309296	-	2
3930180	-	9
841277	-	1
3298346	-	1
3215670	-	1
3423889	-	1
4196102	-	3
989586	-	4
1208102	-	2
4243198	-	1
1485768	-	4
2745786	-	1
3978772	-	1
4185693	-	1
223878	-	1
822557	-	5
1987695	-	1
2633610	+	3
164740	-	1
2321961	-	13
3862569	+	5
1473824	+	1
3801177	+	1
2582154	+	1
3044581	-	2
4142762	+	2
4057346	-	1
4375622	+	4
2357569	+	1
1150418	+	1
397578	+	1
2538484	-	1
589411	-	1
2402146	+	1
3352727	-	3
3948612	-	9
727592	-	1
1200490	-	1
2222720	-	3
1004266	-	1
1049870	-	1
3074208	-	1
1962525	+	1
3141965	-	1
452599	-	1
4368720	-	1
226336	+	2
3846887	+	1
2903151	-	2
2140382	-	1
3722498	-	14
1106069	-	1
2458518	+	3
132317	-	1
3452274	-	1
1782367	-	1
3832356	+	1
104688	-	1
2713706	-	1
3409430	+	2
3096979	+	1
2527458	-	1
1121663	+	15
1457472	+	2
3003084	-	1
3067141	-	1
3670358	+	1
1747403	-	2
1468911	+	1
4338020	-	1
747017	-	3
2692562	-	2
2217835	+	1
2311788	+	2
3221761	-	1
52213	+	1
4191830	-	1
1758529	+	1
4055332	-	24
3847177	-	1
3119088	+	5
3994003	+	1
3799572	-	17
1965338	-	8
675245	+	9
2974045	-	2
2976558	-	1
2365391	-	22
3672640	+	3
4326336	+	1
2433584	-	1
1023467	-	1
1569494	-	3
2950390	+	17
2057706	-	1
2826718	+	9
3909764	+	3
2121534	-	1
4185782	+	1
3120321	+	5
1387758	+	3
714158	-	1
225597	-	2
1968796	-	7
2367013	+	1
2899865	-	1
131344	-	2
2216011	-	1
30959	-	1
293598	-	1
643014	-	1
3121878	+	15
3142955	+	1
2222112	+	1
4250016	-	1
3941808	-	3
2553923	-	1
3425773	-	1
434466	-	1
4360476	+	1
649547	-	1
139268	-	1
4128067	-	3
3833447	-	1
4186250	+	1
4289491	-	1
1502250	-	1
2348848	-	9
422602	+	1
2057584	-	1
3120030	+	10
2852541	-	1
3301324	+	1
3249135	-	3
378575	-	11
2545198	+	3
3104163	-	3
4278385	-	1
3864499	-	1
3427091	-	2
3800179	+	1
972514	+	2
1535310	+	6
840898	-	5
315350	-	3
2385683	-	1
321712	-	14
3286797	-	6
1021499	+	2
893930	+	1
1403581	-	1
1026770	-	1
3935309	-	9
4363983	-	12
2635571	+	3
2760961	-	1
607669	-	1
889015	-	5
4376238	-	1
1312689	+	1
3663944	-	4
3685076	-	3
1634763	-	1
3381335	+	1
4054907	-	1
2120319	-	3
4369603	-	3
122247	-	1
3007272	+	1
1057140	-	1
3669474	+	1
3669748	-	1
1190523	-	1
418966	-	1
3426207	+	1
2715676	+	3
2137203	-	1
2147812	-	1
1478712	-	1
2550013	+	3
1121135	+	3
3163507	+	1
3088160	+	2
926305	+	1
1788587	-	1
675733	+	1
333672	-	1
3874011	-	6
680222	-	3
2203848	+	3
3122847	+	4
2423816	+	5
2170658	-	2
2461376	-	1
1313337	+	1
3871527	-	1
3933547	+	9
2243162	+	1
4383675	+	1
1489681	-	3
2289194	+	1
2505682	+	1
3729651	-	1
1282968	-	1
2700486	-	1
2916523	+	2
426520	-	1
3595322	-	11
2154301	-	7
643584	+	1
337211	+	2
2194247	+	2
1019450	-	2
1726138	+	2
835951	-	1
2595095	+	1
2279008	+	1
3490434	-	2
2387496	-	1
1957630	-	1
3120046	+	3
662896	-	8
2028690	-	9
2163219	-	3
1541950	+	8
3547254	-	1
164485	+	1
2558143	-	6
3720642	-	1
2751609	+	7
1605076	-	2
282932	+	15
3476968	+	1
4187536	+	1
3714517	-	13
1277247	+	1
3832146	-	3
2762324	+	3
3239618	+	1
1947881	+	1
2198113	+	1
3133605	+	3
1183200	-	1
1105782	-	1
4381196	+	1
674382	-	1
373032	-	2
4357686	+	3
1213537	-	9
2060390	-	10
4309126	+	3
172131	-	2
3166102	-	1
3644067	-	1
994258	-	1
427109	+	9
2006967	-	1
1409694	-	1
2512237	-	1
2274827	-	2
1637788	-	9
2365411	+	2
920090	-	1
2785969	+	2
2881568	-	1
4369622	-	1
1689893	-	1
3450182	-	1
1164961	+	1
3767527	-	2
664918	+	1
4275239	+	1
1989060	-	1
1267018	-	1
1246231	+	5
3742737	+	1
46599	-	1
201179	-	6
1212642	-	9
2352071	+	2
1897497	+	1
4142074	-	4
2704741	-	10
2720797	-	1
3464575	-	3
4374826	+	1
3892138	+	4
3528971	-	3
3774085	+	1
4274856	-	1
191745	+	1
2831193	-	1
1987701	-	1
3392840	-	1
1311049	-	1
378015	-	1
694453	-	2
1997453	+	8
2796363	-	1
891538	-	1
3796409	-	3
1968071	-	1
862808	+	1
1270407	-	1
2000011	-	1
2756941	+	1
4129994	-	1
93063	-	1
1151484	-	2
1997464	+	7
3302202	+	1
859350	+	1
2723923	-	1
1983612	-	15
3438089	-	1
3907860	+	2
2688349	-	6
4128875	+	1
3931520	-	1
967704	+	1
835570	-	1
637587	-	1
138367	-	12
2960701	-	1
3005554	+	2
598755	+	1
4259335	+	5
1248422	-	1
1151096	-	1
4318640	+	2
946398	-	2
3802149	-	3
2473882	-	1
3676094	+	1
2997736	-	3
963194	-	1
953890	-	1
3685136	+	1
559768	-	1
2368903	-	3
85144	+	1
2175165	+	6
3736415	+	1
3169051	-	2
3308056	+	1
1163299	-	6
630721	-	1
211275	-	3
357261	-	1
2780760	-	3
1888825	-	1
136335	+	2
4293130	+	1
4198180	+	1
1907519	+	1
2728464	-	1
295388	-	1
2004668	-	9
3890823	-	1
1348458	+	1
702028	+	1
2928912	-	3
2541961	-	10
289511	+	3
3088085	+	1
1636613	-	9
2221513	+	6
1891101	-	1
4370178	-	1
1021808	-	1
2056797	+	1
1332921	+	1
1620704	+	2
2501147	+	1
3238985	-	16
3727936	-	3
1696499	+	1
4350746	+	1
2328272	-	1
2014186	-	1
3798199	-	3
2751049	-	3
2895362	+	1
2808040	-	1
851411	+	1
1942971	-	3
424320	+	1
3302871	+	1
2205589	+	6
2260955	-	3
758633	+	3
3347227	+	2
958661	-	1
2096834	+	2
1634126	-	1
2759819	-	1
3025660	-	1
4197353	-	3
1125182	+	3
1524515	-	1
335810	-	18
2199321	-	2
2955288	+	4
2065190	+	1
2234993	-	1
369114	-	1
4356759	-	1
2320754	+	1
1601536	-	1
4386250	+	1
3105373	-	3
3587637	-	1
2740597	-	3
1541279	-	1
2421005	-	2
4386985	+	1
684380	-	9
2699623	-	4
3385280	-	1
2451835	-	1
4069068	-	1
1963219	+	1
1735937	-	1
2997331	-	4
2929954	-	3
2422320	-	1
2565159	-	1
919284	+	1
1212080	+	3
2744913	-	6
3900552	-	10
570361	-	6
1159161	-	4
1568740	+	1
2091626	-	5
2365413	+	11
1583758	+	1
3760656	-	1
976897	-	1
550856	+	1
3888981	+	1
191856	+	1
768921	+	1
4218669	-	1
2183435	+	1
1612558	-	6
4357207	+	2
2877939	-	2
1027272	+	1
4400353	+	1
1632732	-	9
26312	-	1
3811935	-	2
3394877	-	1
4188186	-	1
687205	-	1
67271	+	2
2274756	+	1
392163	+	1
67564	-	5
3902318	+	1
3740758	-	1
1411212	+	1
369666	+	1
1093591	-	3
1370691	+	1
4056601	+	1
1575785	-	1
130864	-	14
2790582	-	1
3379836	+	1
3539139	-	2
1697430	+	3
1213670	-	14
2278864	-	7
1186492	+	1
